member_guid,subscription_id,subscription_start_wk,geo,market_area,market_segment,purchase_source,promo_regular,cc_segment,subscription_offerings,subscription_type,entitlement_period,twp_flag,subscription_tenure,member_classification,category,product,visited_website,active_flag
654,1657,2017-42,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,77,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
655,1658,2014-27,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1281,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
656,1659,2016-49,EMEA,FRA,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,401,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,0,1
657,1660,2012-46,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1882,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
658,1661,2017-47,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - LrCC - 1TB,IN,ANNUAL,Direct_Purchase,45,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
659,1662,2015-06,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1068,NEW - FIRST SUBSCRIPTION,DESKTOP,AFTER EFFECTS,0,1
660,1663,2017-32,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,149,RESUBSCRIBER - RECENT,DESKTOP,PHOTOSHOP,0,1
661,1664,2017-36,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,123,EXISTING - MIGRATE,DESKTOP,OVERALL,0,1
662,1665,2016-53,EMEA,ME,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,374,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,0,1
663,1666,2015-08,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1054,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
664,1667,2016-51,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,389,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,0,1
665,1668,2017-07,EMEA,EE,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,322,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
666,1669,2017-46,EMEA,GER,COMMERCIAL,E-TAIL/RETAIL,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,51,RESUBSCRIBER - DORMANT,MOBILE,OVERALL,0,1
667,1670,2017-32,AMER,US,COMMERCIAL,RESELLER,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,151,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
668,1671,2017-46,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,50,RESUBSCRIBER - DORMANT,MOBILE,LIGHTROOM MOBILE,0,0
669,1672,2016-40,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,467,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,0,1
670,1673,2017-21,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,227,RESUBSCRIBER - RECENT,DESKTOP,PREMIERE PRO,0,1
671,1674,2014-02,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1457,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
672,1675,2017-17,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,257,RESUBSCRIBER - RECENT,NULL,NULL,0,NULL
673,1676,2017-16,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,261,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
674,1677,2017-13,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,282,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,1
675,1678,2017-11,AMER,US,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,295,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
676,1679,2017-30,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,165,EXISTING - REACTIVATE,DESKTOP,OVERALL,0,1
677,1680,2016-08,EMEA,NORD,EDUCATION,ADOBE.COM/CC.COM,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,689,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
678,1681,2017-19,EMEA,SSAI,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,240,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
679,1682,2017-34,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,138,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
680,1683,2017-01,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,368,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,0
681,1684,2013-11,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1763,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,0
682,1.69E+03,2015-46,EMEA,EE,COMMERCIAL,RESELLER,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,785,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
683,1686,2015-26,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,930,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
684,1687,2016-23,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Premiere Pro,IN,ANNUAL,Direct_Purchase,583,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,1
685,1688,2017-28,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,178,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
686,1689,2016-03,EMEA,UK,COMMERCIAL,RESELLER,PROMO,TEAM,CCT - Single App - InDesign,TM,ANNUAL,Direct_Purchase,725,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
687,1690,2012-31,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1987,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
688,1691,2015-45,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,793,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
689,1692,2017-50,EMEA,IBE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,25,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,0,1
690,1693,2017-45,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,61,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
691,1694,2015-47,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,781,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
692,1695,2015-18,ASIA,KOR,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,985,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
693,1696,2017-14,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,278,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,0,1
694,1697,2014-48,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1137,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
695,1698,2016-14,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,645,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,0
696,1699,2017-03,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,353,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
697,1700,2017-12,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,290,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
698,1701,2017-26,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - InDesign,IN,MONTHLY,Direct_Purchase,192,EXISTING - ADDITIONAL,NULL,NULL,0,NULL
699,1702,2012-52,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1835,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
700,1703,2017-24,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,205,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,0,1
701,1704,2015-13,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1018,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
702,1705,2017-28,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,179,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
703,1706,2013-21,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1687,NEW - FIRST SUBSCRIPTION,DESKTOP,DREAMWEAVER,0,0
704,1707,2017-05,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,339,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
705,1708,2015-46,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,784,EXISTING - REACTIVATE,DESKTOP,PHOTOSHOP,0,1
706,1709,2014-40,AMER,CAN,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,1193,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
707,1710,2016-42,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Dreamweaver,IN,ANNUAL,Direct_Purchase,448,EXISTING - ADDITIONAL,DESKTOP,OVERALL,0,1
708,1711,2017-51,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,MONTHLY,Direct_Purchase,18,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
709,1712,2017-49,AMER,US,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,32,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
710,1713,2017-29,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,171,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
711,1714,2017-15,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,268,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
712,1715,2017-16,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,263,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
713,1716,2017-45,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,57,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,0,1
714,1717,2014-45,EMEA,SWI,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1159,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
715,1718,2017-41,AMER,SLAM,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,88,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,0
716,1719,2017-30,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,165,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
717,1720,2017-50,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,23,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,0,0
718,1721,2017-32,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,148,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,0,0
719,1.72E+03,2017-17,JPN,JPN,COMMERCIAL,RESELLER,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,254,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
720,1723,2017-49,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,30,EXISTING - MIGRATE,DESKTOP,LIGHTROOM CLASSIC,0,0
721,1724,2015-29,AMER,BRZ,COMMERCIAL,E-TAIL/RETAIL,PROMO,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,904,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,0
722,1725,2014-37,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1215,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
723,1726,2017-40,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,93,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,0,1
724,1727,2017-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,86,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
725,1728,2014-40,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1192,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
726,1729,2016-42,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,449,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
727,1730,2014-15,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1371,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,0
728,1731,2017-30,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Premiere Pro,IN,ANNUAL,Direct_Purchase,164,EXISTING - ADDITIONAL,DESKTOP,OVERALL,0,0
729,1732,2016-13,AMER,US,EDUCATION,RESELLER,PROMO,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,653,EXISTING - ADDITIONAL,DESKTOP,MEDIA ENCODER,0,1
730,1733,2017-25,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,201,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
731,1734,2017-09,ASIA,IN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Illustrator,TM,ANNUAL,Direct_Purchase,312,EXISTING - ADDITIONAL,DESKTOP,ILLUSTRATOR,0,1
732,1735,2016-31,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,528,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,1
733,1736,2016-41,EMEA,GER,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,456,EXISTING - ADDITIONAL,DESKTOP,OVERALL,0,1
734,1737,2017-18,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,249,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
735,1738,2017-50,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,23,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
736,1739,2016-27,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,553,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
737,1740,2016-05,AMER,CAN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,708,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
738,1741,2017-35,ASIA,HKT,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,ANNUAL,Direct_Purchase,131,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
739,1742,2014-51,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1119,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
740,1743,2017-26,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,192,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
741,1744,2017-40,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,95,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
742,1745,2016-09,ASIA,HKT,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,684,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
743,1746,2014-14,EMEA,SSAI,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1373,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
744,1747,2017-25,AMER,CAN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,197,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
745,1748,2016-27,ASIA,ANZ,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,554,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
746,1749,2016-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,717,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
747,1750,2016-39,EMEA,BEN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,473,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,0,1
748,1751,2015-31,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,891,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,0
749,1752,2015-52,EMEA,ITA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,742,RESUBSCRIBER - DORMANT,MOBILE,OVERALL,0,0
750,1753,2017-07,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,327,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,1
751,1754,2017-40,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,93,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,0,1
752,1755,2016-53,ASIA,IN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,374,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
753,1756,2017-36,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,120,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
754,1757,2017-17,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,257,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,0,1
755,1758,2017-34,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,137,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
756,1759,2016-45,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,433,EXISTING - ADDITIONAL,NULL,NULL,0,NULL
757,1760,2016-41,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,461,RESUBSCRIBER - RECENT,DESKTOP,ILLUSTRATOR,0,1
758,1761,2017-33,AMER,US,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,142,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
759,1762,2016-32,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,519,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
760,1763,2017-50,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,23,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
761,1764,2017-12,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,288,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
762,1765,2015-44,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,803,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,0,1
763,1766,2017-44,AMER,US,EDUCATION,RESELLER,PROMO,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,67,RESUBSCRIBER - RECENT,DESKTOP,ILLUSTRATOR,0,1
764,1767,2015-28,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,912,EXISTING - ADDITIONAL,DESKTOP,ACROBAT,0,1
765,1768,2017-43,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,74,EXISTING - ADDITIONAL,DESKTOP,OVERALL,0,1
766,1769,2017-33,EMEA,ITA,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,141,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
767,1770,2016-28,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,MONTHLY,Direct_Purchase,547,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
768,1771,2016-53,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,371,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
